June 03, 2017 19:19:23:195000		MOVE  NAO
June 03, 2017 19:25:59:159000	127.0.0.1-9557	too much to right: 133
June 03, 2017 19:26:08:476000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 03, 2017 19:26:08:478000	127.0.0.1-9557	[224, 247]
June 03, 2017 19:26:08:480000	127.0.0.1-9557	[(220, 240), (228, 104), (319, 195), (224, 247), [640, 480]]
June 03, 2017 19:26:11:490000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:26:11:503000	127.0.0.1-9557	0
June 03, 2017 19:26:11:515000	127.0.0.1-9557	638
June 03, 2017 19:26:11:517000	127.0.0.1-9557	0
June 03, 2017 19:26:11:519000	127.0.0.1-9557	351
June 03, 2017 19:26:11:535000	127.0.0.1-9557	Keep walking until very close to table
June 03, 2017 19:26:15:464000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:26:15:468000	127.0.0.1-9557	0
June 03, 2017 19:26:15:470000	127.0.0.1-9557	638
June 03, 2017 19:26:15:473000	127.0.0.1-9557	0
June 03, 2017 19:26:15:475000	127.0.0.1-9557	351
June 03, 2017 19:26:15:494000	127.0.0.1-9557	mask sizes
June 03, 2017 19:26:15:496000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:26:15:504000	127.0.0.1-9557	left value Y
June 03, 2017 19:26:15:507000	127.0.0.1-9557	342
June 03, 2017 19:26:15:510000	127.0.0.1-9557	left value Y
June 03, 2017 19:26:15:514000	127.0.0.1-9557	334
June 03, 2017 19:26:15:521000	127.0.0.1-9557	left value Y
June 03, 2017 19:26:15:535000	127.0.0.1-9557	334
June 03, 2017 19:26:22:134000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:26:22:137000	127.0.0.1-9557	0
June 03, 2017 19:26:22:140000	127.0.0.1-9557	638
June 03, 2017 19:26:22:144000	127.0.0.1-9557	0
June 03, 2017 19:26:22:146000	127.0.0.1-9557	339
June 03, 2017 19:26:22:166000	127.0.0.1-9557	mask sizes
June 03, 2017 19:26:22:169000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:26:22:177000	127.0.0.1-9557	left value Y
June 03, 2017 19:26:22:179000	127.0.0.1-9557	334
June 03, 2017 19:26:22:185000	127.0.0.1-9557	left value Y
June 03, 2017 19:26:22:191000	127.0.0.1-9557	330
June 03, 2017 19:26:22:195000	127.0.0.1-9557	left value Y
June 03, 2017 19:26:22:203000	127.0.0.1-9557	322
June 03, 2017 19:26:28:493000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:26:28:496000	127.0.0.1-9557	0
June 03, 2017 19:26:28:500000	127.0.0.1-9557	638
June 03, 2017 19:26:28:503000	127.0.0.1-9557	0
June 03, 2017 19:26:28:505000	127.0.0.1-9557	351
June 03, 2017 19:26:28:528000	127.0.0.1-9557	mask sizes
June 03, 2017 19:26:28:532000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:26:28:544000	127.0.0.1-9557	left value Y
June 03, 2017 19:26:28:548000	127.0.0.1-9557	342
June 03, 2017 19:26:28:553000	127.0.0.1-9557	left value Y
June 03, 2017 19:26:28:555000	127.0.0.1-9557	342
June 03, 2017 19:26:28:557000	127.0.0.1-9557	left value Y
June 03, 2017 19:26:28:570000	127.0.0.1-9557	338
June 03, 2017 19:26:28:605000	127.0.0.1-9557	COMPLETED ** AlignBodyHorizontallyWithTable
June 03, 2017 19:26:37:636000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:26:37:640000	127.0.0.1-9557	0
June 03, 2017 19:26:37:647000	127.0.0.1-9557	638
June 03, 2017 19:26:37:650000	127.0.0.1-9557	160
June 03, 2017 19:26:37:653000	127.0.0.1-9557	478
June 03, 2017 19:26:37:660000	127.0.0.1-9557	640
June 03, 2017 19:26:50:760000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:26:50:776000	127.0.0.1-9557	0
June 03, 2017 19:26:50:786000	127.0.0.1-9557	539
June 03, 2017 19:26:50:795000	127.0.0.1-9557	40
June 03, 2017 19:26:50:805000	127.0.0.1-9557	478
June 03, 2017 19:26:50:940000	127.0.0.1-9557	539
June 03, 2017 19:26:58:192000	127.0.0.1-9557	too much to right: 101
June 03, 2017 19:27:07:551000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 03, 2017 19:27:07:554000	127.0.0.1-9557	[84, 171]
June 03, 2017 19:27:07:557000	127.0.0.1-9557	[(80, 160), (100, 32), (123, 47), (84, 171), [640, 480]]
June 03, 2017 19:27:10:371000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:27:10:375000	127.0.0.1-9557	0
June 03, 2017 19:27:10:379000	127.0.0.1-9557	638
June 03, 2017 19:27:10:385000	127.0.0.1-9557	0
June 03, 2017 19:27:10:390000	127.0.0.1-9557	347
June 03, 2017 19:27:10:435000	127.0.0.1-9557	Keep walking until very close to table
June 03, 2017 19:27:14:361000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:27:14:363000	127.0.0.1-9557	0
June 03, 2017 19:27:14:364000	127.0.0.1-9557	638
June 03, 2017 19:27:14:366000	127.0.0.1-9557	0
June 03, 2017 19:27:14:370000	127.0.0.1-9557	347
June 03, 2017 19:27:14:394000	127.0.0.1-9557	mask sizes
June 03, 2017 19:27:14:396000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:27:14:403000	127.0.0.1-9557	left value Y
June 03, 2017 19:27:14:408000	127.0.0.1-9557	338
June 03, 2017 19:27:14:410000	127.0.0.1-9557	left value Y
June 03, 2017 19:27:14:412000	127.0.0.1-9557	330
June 03, 2017 19:27:14:414000	127.0.0.1-9557	left value Y
June 03, 2017 19:27:14:416000	127.0.0.1-9557	330
June 03, 2017 19:27:20:814000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:27:20:818000	127.0.0.1-9557	0
June 03, 2017 19:27:20:822000	127.0.0.1-9557	638
June 03, 2017 19:27:20:829000	127.0.0.1-9557	0
June 03, 2017 19:27:20:833000	127.0.0.1-9557	387
June 03, 2017 19:27:20:851000	127.0.0.1-9557	mask sizes
June 03, 2017 19:27:20:855000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:27:20:862000	127.0.0.1-9557	left value Y
June 03, 2017 19:27:20:866000	127.0.0.1-9557	378
June 03, 2017 19:27:20:871000	127.0.0.1-9557	left value Y
June 03, 2017 19:27:20:875000	127.0.0.1-9557	374
June 03, 2017 19:27:20:879000	127.0.0.1-9557	left value Y
June 03, 2017 19:27:20:882000	127.0.0.1-9557	374
June 03, 2017 19:27:20:895000	127.0.0.1-9557	COMPLETED ** AlignBodyHorizontallyWithTable
June 03, 2017 19:27:30:088000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:27:30:090000	127.0.0.1-9557	0
June 03, 2017 19:27:30:093000	127.0.0.1-9557	638
June 03, 2017 19:27:30:096000	127.0.0.1-9557	164
June 03, 2017 19:27:30:099000	127.0.0.1-9557	478
June 03, 2017 19:27:30:104000	127.0.0.1-9557	640
June 03, 2017 19:27:43:325000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:27:43:352000	127.0.0.1-9557	0
June 03, 2017 19:27:43:353000	127.0.0.1-9557	515
June 03, 2017 19:27:43:355000	127.0.0.1-9557	12
June 03, 2017 19:27:43:375000	127.0.0.1-9557	478
June 03, 2017 19:27:43:453000	127.0.0.1-9557	515
June 03, 2017 19:27:50:716000	127.0.0.1-9557	too much to right: 125
June 03, 2017 19:28:00:064000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 03, 2017 19:28:00:072000	127.0.0.1-9557	[524, 279]
June 03, 2017 19:28:00:081000	127.0.0.1-9557	[(507, 211), (508, 208), (603, 215), (524, 279), [640, 480]]
June 03, 2017 19:28:02:983000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:28:02:985000	127.0.0.1-9557	0
June 03, 2017 19:28:02:987000	127.0.0.1-9557	638
June 03, 2017 19:28:02:989000	127.0.0.1-9557	0
June 03, 2017 19:28:02:991000	127.0.0.1-9557	439
June 03, 2017 19:28:02:994000	127.0.0.1-9557	Keep walking until very close to table
June 03, 2017 19:28:07:070000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:28:07:073000	127.0.0.1-9557	0
June 03, 2017 19:28:07:076000	127.0.0.1-9557	638
June 03, 2017 19:28:07:077000	127.0.0.1-9557	0
June 03, 2017 19:28:07:079000	127.0.0.1-9557	439
June 03, 2017 19:28:07:100000	127.0.0.1-9557	mask sizes
June 03, 2017 19:28:07:103000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:28:07:113000	127.0.0.1-9557	left value Y
June 03, 2017 19:28:07:117000	127.0.0.1-9557	366
June 03, 2017 19:28:07:120000	127.0.0.1-9557	left value Y
June 03, 2017 19:28:07:126000	127.0.0.1-9557	362
June 03, 2017 19:28:07:131000	127.0.0.1-9557	left value Y
June 03, 2017 19:28:07:135000	127.0.0.1-9557	346
June 03, 2017 19:28:13:913000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:28:13:916000	127.0.0.1-9557	0
June 03, 2017 19:28:13:920000	127.0.0.1-9557	638
June 03, 2017 19:28:13:924000	127.0.0.1-9557	0
June 03, 2017 19:28:13:928000	127.0.0.1-9557	411
June 03, 2017 19:28:13:955000	127.0.0.1-9557	mask sizes
June 03, 2017 19:28:13:959000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:28:13:967000	127.0.0.1-9557	left value Y
June 03, 2017 19:28:13:971000	127.0.0.1-9557	382
June 03, 2017 19:28:13:976000	127.0.0.1-9557	left value Y
June 03, 2017 19:28:13:980000	127.0.0.1-9557	378
June 03, 2017 19:28:13:984000	127.0.0.1-9557	left value Y
June 03, 2017 19:28:13:987000	127.0.0.1-9557	378
June 03, 2017 19:28:13:999000	127.0.0.1-9557	COMPLETED ** AlignBodyHorizontallyWithTable
June 03, 2017 19:28:22:870000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:28:22:875000	127.0.0.1-9557	0
June 03, 2017 19:28:22:879000	127.0.0.1-9557	638
June 03, 2017 19:28:22:884000	127.0.0.1-9557	172
June 03, 2017 19:28:22:887000	127.0.0.1-9557	478
June 03, 2017 19:28:22:893000	127.0.0.1-9557	640
June 03, 2017 19:28:35:863000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:28:35:865000	127.0.0.1-9557	0
June 03, 2017 19:28:35:867000	127.0.0.1-9557	611
June 03, 2017 19:28:35:869000	127.0.0.1-9557	68
June 03, 2017 19:28:35:870000	127.0.0.1-9557	478
June 03, 2017 19:28:35:875000	127.0.0.1-9557	611
June 03, 2017 19:28:43:904000	127.0.0.1-9557	KEEP WALKING UNTIL OBJECT SEEN BY BOTTOM CAM
June 03, 2017 19:28:43:911000	127.0.0.1-9557	KEEP WALKING UNTIL OBJECT SEEN BY BOTTOM CAM
June 03, 2017 19:28:48:432000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:28:48:441000	127.0.0.1-9557	0
June 03, 2017 19:28:48:448000	127.0.0.1-9557	511
June 03, 2017 19:28:48:452000	127.0.0.1-9557	0
June 03, 2017 19:28:48:460000	127.0.0.1-9557	471
June 03, 2017 19:28:48:495000	127.0.0.1-9557	CLOSE ENOUGH TO TABLE NOW
June 03, 2017 19:28:51:934000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 03, 2017 19:28:51:937000	127.0.0.1-9557	[412, 451]
June 03, 2017 19:28:51:940000	127.0.0.1-9557	[(344, 436), (376, 400), (419, 433), (412, 451), [640, 480]]
June 03, 2017 19:28:55:416000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:28:55:421000	127.0.0.1-9557	0
June 03, 2017 19:28:55:423000	127.0.0.1-9557	638
June 03, 2017 19:28:55:426000	127.0.0.1-9557	0
June 03, 2017 19:28:55:434000	127.0.0.1-9557	478
June 03, 2017 19:28:55:485000	127.0.0.1-9557	Keep walking until very close to table
June 03, 2017 19:28:59:448000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:28:59:451000	127.0.0.1-9557	0
June 03, 2017 19:28:59:455000	127.0.0.1-9557	638
June 03, 2017 19:28:59:457000	127.0.0.1-9557	0
June 03, 2017 19:28:59:460000	127.0.0.1-9557	478
June 03, 2017 19:28:59:488000	127.0.0.1-9557	mask sizes
June 03, 2017 19:28:59:491000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:28:59:497000	127.0.0.1-9557	left value Y
June 03, 2017 19:28:59:500000	127.0.0.1-9557	478
June 03, 2017 19:28:59:505000	127.0.0.1-9557	left value Y
June 03, 2017 19:28:59:508000	127.0.0.1-9557	478
June 03, 2017 19:28:59:512000	127.0.0.1-9557	left value Y
June 03, 2017 19:28:59:515000	127.0.0.1-9557	474
June 03, 2017 19:28:59:521000	127.0.0.1-9557	COMPLETED ** AlignBodyHorizontallyWithTable
June 03, 2017 19:29:00:896000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 03, 2017 19:29:00:904000	127.0.0.1-9557	[280, 387]
June 03, 2017 19:29:00:907000	127.0.0.1-9557	[(279, 331), (280, 328), (351, 343), (280, 387), [640, 480]]
June 03, 2017 19:29:03:913000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:29:03:919000	127.0.0.1-9557	0
June 03, 2017 19:29:03:923000	127.0.0.1-9557	638
June 03, 2017 19:29:03:926000	127.0.0.1-9557	0
June 03, 2017 19:29:03:928000	127.0.0.1-9557	478
June 03, 2017 19:29:03:934000	127.0.0.1-9557	Keep walking until very close to table
June 03, 2017 19:29:08:060000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:29:08:066000	127.0.0.1-9557	0
June 03, 2017 19:29:08:070000	127.0.0.1-9557	638
June 03, 2017 19:29:08:073000	127.0.0.1-9557	0
June 03, 2017 19:29:08:076000	127.0.0.1-9557	478
June 03, 2017 19:29:08:104000	127.0.0.1-9557	mask sizes
June 03, 2017 19:29:08:124000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:29:08:208000	127.0.0.1-9557	left value Y
June 03, 2017 19:29:08:218000	127.0.0.1-9557	478
June 03, 2017 19:29:08:220000	127.0.0.1-9557	left value Y
June 03, 2017 19:29:08:223000	127.0.0.1-9557	478
June 03, 2017 19:29:08:226000	127.0.0.1-9557	left value Y
June 03, 2017 19:29:08:228000	127.0.0.1-9557	474
June 03, 2017 19:29:08:309000	127.0.0.1-9557	COMPLETED ** AlignBodyHorizontallyWithTable
