May 01, 2017 09:19:13:802000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:19:13:809000	127.0.0.1-9557	[388, 55]
May 01, 2017 09:19:13:815000	127.0.0.1-9557	[(388, 52), (392, 36), (403, 43), (388, 55), [640, 480]]
May 01, 2017 09:19:13:833000	127.0.0.1-9557	Keep walking until very close to table
May 01, 2017 09:19:14:805000	127.0.0.1-9559	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:19:14:809000	127.0.0.1-9559	[504, 43]
May 01, 2017 09:19:14:812000	127.0.0.1-9559	[(500, 1), (500, 1), (512, 13), (504, 43), [640, 480]]
May 01, 2017 09:19:15:179000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:19:15:188000	127.0.0.1-9557	[484, 75]
May 01, 2017 09:19:15:195000	127.0.0.1-9557	[(484, 72), (488, 60), (503, 67), (484, 75), [640, 480]]
May 01, 2017 09:19:15:316000	127.0.0.1-9557	mask sizes
May 01, 2017 09:19:15:320000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
May 01, 2017 09:19:15:341000	127.0.0.1-9557	left value Y
May 01, 2017 09:19:15:353000	127.0.0.1-9557	178
May 01, 2017 09:19:15:355000	127.0.0.1-9557	left value Y
May 01, 2017 09:19:15:358000	127.0.0.1-9557	174
May 01, 2017 09:19:15:361000	127.0.0.1-9557	left value Y
May 01, 2017 09:19:15:364000	127.0.0.1-9557	162
May 01, 2017 09:19:16:166000	127.0.0.1-9559	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:19:16:172000	127.0.0.1-9559	[480, 43]
May 01, 2017 09:19:16:177000	127.0.0.1-9559	[(475, 1), (475, 1), (488, 18), (480, 43), [640, 480]]
May 01, 2017 09:19:16:338000	127.0.0.1-9559	Keep walking until very close to table
May 01, 2017 09:19:17:683000	127.0.0.1-9559	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:19:17:691000	127.0.0.1-9559	[526, 47]
May 01, 2017 09:19:17:694000	127.0.0.1-9559	[(489, 11), (489, 11), (527, 41), (526, 47), [640, 480]]
May 01, 2017 09:19:18:140000	127.0.0.1-9559	mask sizes
May 01, 2017 09:19:18:142000	127.0.0.1-9559	Inside: Looking for y axis ranges on coloured blob
May 01, 2017 09:19:18:219000	127.0.0.1-9559	left value Y
May 01, 2017 09:19:18:233000	127.0.0.1-9559	46
May 01, 2017 09:19:18:239000	127.0.0.1-9559	left value Y
May 01, 2017 09:19:18:241000	127.0.0.1-9559	38
May 01, 2017 09:19:18:243000	127.0.0.1-9559	left value Y
May 01, 2017 09:19:18:269000	127.0.0.1-9559	38
May 01, 2017 09:19:19:213000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:19:19:216000	127.0.0.1-9557	[604, 71]
May 01, 2017 09:19:19:219000	127.0.0.1-9557	[(604, 68), (616, 52), (619, 67), (604, 71), [640, 480]]
May 01, 2017 09:19:20:083000	127.0.0.1-9557	mask sizes
May 01, 2017 09:19:20:094000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
May 01, 2017 09:19:20:132000	127.0.0.1-9557	left value Y
May 01, 2017 09:19:20:137000	127.0.0.1-9557	202
May 01, 2017 09:19:20:149000	127.0.0.1-9557	left value Y
May 01, 2017 09:19:20:151000	127.0.0.1-9557	202
May 01, 2017 09:19:20:162000	127.0.0.1-9557	left value Y
May 01, 2017 09:19:20:167000	127.0.0.1-9557	202
May 01, 2017 09:19:22:632000	127.0.0.1-9557	MOVING TO OTHER SIDE MoveToOtherSideOfObject FIRST CORNER REACHED MOVING TO SECOND CORNER
May 01, 2017 09:19:23:946000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
May 01, 2017 09:19:23:948000	127.0.0.1-9557	[560, 87]
May 01, 2017 09:19:23:958000	127.0.0.1-9557	[(560, 84), (572, 72), (575, 79), (560, 87), [640, 480]]
