June 03, 2017 19:40:58:024000		MOVE  NAO
June 03, 2017 19:48:30:023000	127.0.0.1-9557	left value Y
June 03, 2017 19:48:30:026000	127.0.0.1-9557	478
June 03, 2017 19:48:30:029000	127.0.0.1-9557	left value Y
June 03, 2017 19:48:30:035000	127.0.0.1-9557	478
June 03, 2017 19:48:30:044000	127.0.0.1-9557	COMPLETED ** AlignBodyHorizontallyWithTable
June 03, 2017 19:48:31:375000	127.0.0.1-9557	PRINTING BOTTOMMOST POINTS BELOW:::::
June 03, 2017 19:48:31:378000	127.0.0.1-9557	[576, 427]
June 03, 2017 19:48:31:383000	127.0.0.1-9557	[(563, 371), (564, 368), (587, 407), (576, 427), [640, 480]]
June 03, 2017 19:48:34:362000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:48:34:366000	127.0.0.1-9557	0
June 03, 2017 19:48:34:372000	127.0.0.1-9557	638
June 03, 2017 19:48:34:374000	127.0.0.1-9557	0
June 03, 2017 19:48:34:378000	127.0.0.1-9557	478
June 03, 2017 19:48:34:395000	127.0.0.1-9557	Keep walking until very close to table
June 03, 2017 19:48:38:540000	127.0.0.1-9557	Four extreme points are: 
June 03, 2017 19:48:38:544000	127.0.0.1-9557	0
June 03, 2017 19:48:38:547000	127.0.0.1-9557	638
June 03, 2017 19:48:38:552000	127.0.0.1-9557	0
June 03, 2017 19:48:38:556000	127.0.0.1-9557	478
June 03, 2017 19:48:38:578000	127.0.0.1-9557	mask sizes
June 03, 2017 19:48:38:581000	127.0.0.1-9557	Inside: Looking for y axis ranges on coloured blob
June 03, 2017 19:48:38:596000	127.0.0.1-9557	One of the vertical positions not found AlignBodyHorizontallyWithTable
